id_act,Амельченко Василий Васильевич,Витко Артем Леонидович,Вовк Виктор Иванович,Галасюк Виктор Валерьевич,Гулак Александр Михайлович,Заружко Валерия Леонидовна,Кириченко Алексей Николаевич,Корчинская Оксана Анатольевна,Кошелева Алена Владимировна,Куприенко Олег Васильевич,Ленский Алексей Алексеевич,Линько Дмитрий Владимирович,Лозовой Андрей Сергеевич,Ляшко Олег Валериевич,Мосийчук Игорь Владимирович,Попов Игорь Владимирович,Рыбалка Сергей Викторович,Силантьев Денис Олегович,Скуратовский Сергей Иванович,Чижмарь Юрий Васильевич,Шухевич Юрий-Богдан Романович
00000|1337108,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25
00000|1337208,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25
00000|1337308,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-1.0,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25
00000|133808,-0.5,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,-0.25,-0.25,1.0,1.0,-0.25,1.0,-0.25,-0.5,-0.25,-0.25,-0.25,1.0
00000|133908,-0.5,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,-0.25,1.0,-0.25,1.0,1.0,-0.5,1.0,1.0,1.0,1.0
00000|134008,-0.5,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,-0.25,1.0,-0.25,1.0,1.0,-0.5,1.0,1.0,-0.25,1.0
00000|134108,-0.5,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,-0.25,1.0,1.0,-0.5,1.0,1.0,1.0,1.0
00000|1341408,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25
00000|1341508,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25
00000|1341608,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.5,-0.25
00000|1341708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,-0.5,-0.25,1.0,1.0,1.0
00000|1341808,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,-0.25,1.0,1.0,-0.5,-0.5,1.0,-0.5,1.0
00000|1341908,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,-0.25,1.0,1.0,-0.5,-0.5,1.0,1.0,1.0
00000|1342408,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5
00000|1343008,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,1.0,-0.25,-0.5,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5
00000|1344408,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,1.0,-0.25,-0.25,1.0,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,1.0,-0.25,-0.5
00000|1344508,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,1.0,-0.25,-0.5,1.0,-0.25,-0.25,-0.5,-0.25,1.0,-0.25,-0.5
00000|1352808,-0.25,-0.25,-0.25,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,-0.5
00000|1352908,1.0,-0.25,-0.25,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.5
00000|1353008,1.0,-0.25,-0.25,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5
00000|1353108,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5
00000|1364208,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,-0.25,1.0,1.0,-0.25
00000|1364308,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.25
00000|1364408,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25
00000|1364508,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25
00000|1379308,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,1.0,-0.25,1.0,-0.25,-0.25,-0.25
00000|1426108,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,-0.25,-0.5
00000|1426208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5
00000|1426308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,-0.5
00000|143308,-0.5,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,-0.5
00000|143408,-0.5,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,-0.5
00000|1434508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
00000|1434608,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
00000|1434708,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0
00000|143508,-0.5,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5
00000|144208,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25
00000|144308,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
00000|144408,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
00000|144508,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
00000|144608,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
00000|1465008,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,-0.5
00000|1470708,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.5
00000|1471508,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.5
00000|1472608,-0.25,1.0,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.5
00000|1472808,-0.25,1.0,-0.5,-0.25,-0.25,-0.25,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.5
00000|1472908,-0.25,1.0,-0.5,-0.25,-0.25,-0.25,-0.25,1.0,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.5
00000|1473408,-0.25,1.0,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25
00000|1473908,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25
00000|1474508,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,1.0
00000|1476208,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25
00000|148908,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,-0.5
00000|149808,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.25,1.0,1.0,1.0,1.0,-0.5,-0.5
00000|149908,-0.5,-0.25,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5
00000|150008,-0.5,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.5
00000|150108,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5
00000|150208,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0
00000|150308,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0
00000|150408,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
00000|150508,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
00000|150608,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0
00000|150708,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
00000|150808,-0.5,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
00000|150908,-0.5,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
00000|1556008,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,1.0,1.0,-0.5,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.5,-0.25,-0.5
00000|1578208,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.5,-0.25,-0.25,-0.5
00000|1582508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,-0.5,-0.25,1.0,1.0,-0.25,-0.5
00000|1597908,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,-0.5,1.0,1.0,1.0,-0.25,1.0
00000|160508,-0.25,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0
00000|160608,-0.25,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0
00000|160708,-0.25,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0
00000|1610108,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
00000|1622308,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.25,-0.5,-0.25,-0.5
00000|1626208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.25,-0.25,1.0,-0.5,1.0,-0.25,-0.5,1.0,1.0,1.0,1.0,-0.5
00000|1626508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.25,-0.5,1.0,1.0,1.0,1.0,-0.5
00000|1626708,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.5,-0.5,-0.25,-0.25,-0.25,-0.5
00000|1633908,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25
00000|1634008,1.0,-0.25,1.0,-0.25,-0.25,1.0,1.0,-0.5,-0.25,1.0,1.0,1.0,-0.25,1.0,-0.25,-0.5,1.0,-0.25,-0.25,-0.25,-0.5
00000|164508,-0.25,-0.25,-0.5,1.0,-0.25,-0.25,1.0,-0.25,-0.25,1.0,-0.25,1.0,-0.25,-0.25,-0.5,1.0,1.0,1.0,-0.25,-0.25,-0.5
00000|164608,-0.25,1.0,-0.5,1.0,-0.25,-0.25,1.0,-0.25,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.5,1.0,1.0,-0.25,-0.25,-0.25,-0.5
00000|164708,-0.25,1.0,-0.5,1.0,1.0,1.0,1.0,-0.25,-0.25,1.0,1.0,-0.25,-0.25,-0.25,-0.5,1.0,1.0,1.0,-0.25,-0.25,-0.5
00000|164808,1.0,1.0,-0.5,-0.5,1.0,1.0,1.0,-0.25,-0.25,1.0,1.0,1.0,-0.25,-0.25,-0.5,-0.25,1.0,1.0,-0.25,-0.25,-0.5
00000|164908,1.0,1.0,-0.5,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.25,-0.25,-0.5,-0.25,1.0,1.0,-0.5,-0.25,-0.5
00000|165108,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,-0.5,1.0,1.0,1.0,-0.5,1.0,-0.5
00000|1671008,-0.25,-0.5,-0.25,1.0,-0.25,-0.25,-0.25,1.0,-0.25,-0.25,1.0,1.0,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.5
00000|1671108,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,1.0,-0.25,-0.25,1.0,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.5
00000|167308,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,1.0,-0.25,-0.25,1.0,1.0,-0.5,-0.25,-0.5,1.0,1.0,1.0,-0.25,-0.25,1.0
00000|167408,1.0,-0.25,-0.5,-0.25,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,-0.5,1.0,-0.5,1.0,1.0,1.0,-0.25,1.0,1.0
00000|167508,-0.25,-0.25,-0.5,-0.25,1.0,1.0,1.0,1.0,-0.25,1.0,-0.25,1.0,-0.5,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0
00000|167608,-0.25,1.0,-0.5,-0.25,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,-0.5,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0
00000|167708,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,-0.5,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0
00000|1678008,-0.25,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,1.0,-0.25,1.0,1.0,1.0,-0.25,-0.5,1.0,1.0,-0.25,-0.25,-0.25,1.0,1.0
00000|167808,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,-0.5,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0
00000|1678108,1.0,-0.25,1.0,-0.25,1.0,-0.25,1.0,1.0,-0.25,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0
00000|1678208,1.0,-0.25,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
00000|1692708,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.5,-0.5,1.0,1.0,1.0,-0.25,1.0
00000|1692808,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.5,-0.5,1.0,1.0,1.0,-0.25,1.0
00000|1693608,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.5,-0.5,1.0,1.0,1.0,1.0,1.0
00000|1693708,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.5,-0.5,1.0,1.0,1.0,1.0,1.0
00000|1702208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,-0.5,1.0,1.0
00000|170808,1.0,-0.25,-0.5,-0.25,1.0,1.0,-0.25,1.0,-0.5,1.0,1.0,-0.25,-0.5,1.0,-0.5,1.0,1.0,1.0,1.0,-0.25,1.0
00000|1708108,1.0,-0.25,1.0,-0.25,1.0,-0.25,-0.25,-0.5,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.5
00000|170908,1.0,1.0,-0.5,-0.25,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.5,1.0,1.0,1.0,1.0,-0.25,1.0
00000|1722708,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,-0.5
00000|1722808,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,-0.5
00000|1722908,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,-0.5,1.0
00000|1723008,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,-0.5,1.0
00000|1723608,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,-0.5,1.0
00000|1723708,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0
00000|173408,-0.25,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,-0.5,1.0,-0.25,-0.5,-0.25,-0.25,-0.5,-0.5,1.0,1.0
00000|173508,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,-0.25,-0.5,-0.25,-0.25,-0.5,-0.5,1.0,1.0
00000|173608,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,-0.25,-0.5,-0.25,-0.25,-0.5,1.0,-0.25,1.0
00000|173708,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,-0.25,-0.5,-0.25,-0.25,-0.5,1.0,-0.25,1.0
00000|1739608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
00000|1739708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
00000|1739808,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
00000|1740608,-0.25,1.0,-1.0,-1.0,-1.0,-1.0,-0.25,-0.25,-1.0,-1.0,-0.5,-1.0,-0.5,-0.25,-1.0,-0.25,-0.5,-0.25,-1.0,-0.25,-0.25
00000|1740708,-0.25,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.25,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,-1.0,-0.25,-0.5,-0.25,-1.0,-0.25,1.0
00000|1740808,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-1.0,-0.25,-0.25,-0.5,-0.25,-1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25
00000|1740908,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-1.0,-0.25,-0.25,-0.5,-0.25,-1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25
00000|1741008,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,-1.0,-0.25,-1.0,-1.0,-1.0,-0.5,-0.25
00000|1741108,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,-1.0,-0.25,-1.0,-1.0,-1.0,-0.25,-0.25
00000|1741208,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0
00000|1741508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25
00000|1741608,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
00000|1741708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25
00000|1741808,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-1.0,-0.25,-0.25,-0.5,-1.0,-0.25,-0.25,-0.5,-0.25,-1.0,-0.25,-0.25
00000|1741908,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0
00000|1742008,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0
00000|1742108,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
00000|1742208,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25
00000|1742308,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25
00000|1742408,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25
00000|1742508,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25
00000|1742608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25
00000|1742708,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25
00000|1742808,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25
